name,short_name,position,team,price,total_score,average_score,owned_percentage,form
Roozbeh Cheshmi,R. Cheshmi,D,Iran,4,0,0,0,0
Payam Niazmand,P. Niazmand,G,Iran,4,0,0,0,0
Ali Yousif,A. Yousif,F,Iraq,4,0,0,0.1,0
Hjalmar Ekdal,H. Ekdal,D,Sweden,4.5,0,0,0.1,0
Viktor Johansson,V. Johansson,G,Sweden,4.5,0,0,0.1,0
Patrick Pentz,P. Pentz,G,Austria,4,0,0,0.1,0
Fredrik André Bjørkan,F. A. Bjørkan,D,Norway,4.5,0,0,0,0
Bradley Cross,B. Cross,D,South Africa,4,0,0,0,0
Lucas Herrington,L. Herrington,D,Australia,4.5,0,0,0,0
Luca Jaquez,L. Jaquez,D,Switzerland,4.5,0,0,0,0
George Hirst,G. Hirst,F,Scotland,4,0,0,0.2,0
Phillipp Mwene,P. Mwene,D,Austria,5,0,0,0.1,0
Christian Fassnacht,C. Fassnacht,M,Switzerland,4.5,0,0,0,0
Mojmír Chytil,M. Chytil,F,Czechia,4.5,0,0,0,0
Sabri Ben Hessen,S. B. Hessen,G,Tunisia,4,0,0,0,0
Miles Robinson,M. Robinson,D,USA,4,0,0,0.3,0
Umarbek Eshmuradov,U. Eshmuradov,D,Uzbekistan,4,0,0,0,0
Dong-gyeong Lee,D. G. Lee,M,South Korea,4.5,0,0,0.1,0
Braian Ojeda,B. Ojeda,M,Paraguay,4.5,0,0,0,0
Gilson Tavares,G. Tavares,F,Cabo Verde,4,0,0,0.1,0
Jacob Widell Zetterström,J. W. Zetterström,G,Sweden,4,0,0,0.1,0
Fahad Talib,F. Talib,G,Iraq,4,0,0,0,0
Olwethu Makhanya,O. Makhanya,D,South Africa,4,0,0,0,0
Miloš Degenek,M. Degenek,D,Australia,4,0,0,0,0
Botirali Ergashev,B. Ergashev,G,Uzbekistan,4,0,0,0,0
Ali Majrashi,A. Majrashi,D,Saudi Arabia,4.5,0,0,0,0
Kosta Barbarouses,K. Barbarouses,F,New Zealand,4,0,0,0.1,0
Eric Smith,E. Smith,D,Sweden,4.5,0,0,0,0
Tarek Alaa,T. Alaa,D,Egypt,4,0,0,0,0
Tahsin Mohammed Jamshid,T. Mohammed Jamshid,F,Qatar,4,0,0,0.1,0
Hassan Kadesh,H. Kadesh,D,Saudi Arabia,4,0,0,0,0
Mohammad Ghorbani,M. Ghorbani,M,Iran,4,0,0,0,0
Azizbek Amanov,Azizbek Amanov,M,Uzbekistan,4,0,0,0,0
Awer Mabil,A. Mabil,M,Australia,4,0,0,0.1,0
Alex Paulsen,A. Paulsen,G,New Zealand,4,0,0,0.1,0
Sander Tangvik,S. Tangvik,G,Norway,4,0,0,0.1,0
Keisuke Osako,K. Osako,G,Japan,4,0,0,0.1,0
Ziyad Aljohani,Z. Aljohani,M,Saudi Arabia,4.5,0,0,0,0
John Souttar,J. Souttar,D,Scotland,4.5,0,0,0.1,0
Luis Mejía,L. Mejía,G,Panama,4,0,0,0,0
Ajdin Hrustić,A. Hrustić,M,Australia,4.5,0,0,0,0
Stopira,Stopira,D,Cabo Verde,4,0,0,0.1,0
Amirmohammad Razzaghinia,A. Razzaghinia,M,Iran,4.5,0,0,0,0
Nishan Velupillay,N. Velupillay,M,Australia,4,0,0,0,0
CJ Dos Santos,C. Dos Santos,G,Cabo Verde,4,0,0,0,0
Jearl Margaritha,J. Margaritha,M,Curaçao,4,0,0,0,0
Chris Brady,C. Brady,G,USA,4,0,0,0.1,0
Fidel Escobar,F. Escobar,D,Panama,4,0,0,0,0
Henrik Sælebakke Falchener,H. S. Falchener,D,Norway,4.5,0,0,0,0
Mladen Jurkas,M. Jurkas,G,Bosnia & Herzegovina,4,0,0,0.1,0
Michael Svoboda,M. Svoboda,D,Austria,4,0,0,0.1,0
Mathieu Choinière,M. Choinière,M,Canada,4,0,0,0.1,0
Egil Selvik,E. Selvik,G,Norway,4,0,0,0.1,0
Tomoki Hayakawa,T. Hayakawa,G,Japan,4,0,0,0.1,0
Sondre Langås,S. K. Langås,D,Norway,4.5,0,0,0.1,0
Marvin Keller,M. Keller,G,Switzerland,4,0,0,0.1,0
Edgardo Fariña,E. Fariña,D,Panama,4,0,0,0,0
Ar'Jany Martha,A. Martha,D,Curaçao,4,0,0,0,0
Raed Chikhaoui,R. Chikhaoui,D,Tunisia,4,0,0,0,0
Kenji Gorré,K. Gorré,M,Curaçao,4,0,0,0,0
Jehad Thakri,J. Thakri,D,Saudi Arabia,4.5,0,0,0,0
Ben Waine,B. Waine,F,New Zealand,4,0,0,0.1,0
Cameron Devlin,C. Devlin,M,Australia,4.5,0,0,0,0
Liam Kelly,L. Kelly,G,Scotland,4,0,0,0.1,0
Craig Gordon,C. Gordon,G,Scotland,4,0,0,0.1,0
Shurandy Sambo,S. Sambo,D,Curaçao,4,0,0,0,0
Manaf Younis,M. Younis,D,Iraq,4,0,0,0,0
Florian Wiegele,F. Wiegele,G,Austria,4,0,0,0.1,0
Roderick Miller,R. Miller,D,Panama,4,0,0,0,0
Song Bum-keun,B. Song,G,South Korea,4,0,0,0.1,0
César Yanis,C. Yanis,M,Panama,4,0,0,0,0
Joel Waterman,J. Waterman,D,Canada,4,0,0,0.1,0
Amer Jamous,A. Jamous,M,Jordan,4,0,0,0,0
Tholo Thabang Matuludi,T. T. Matuludi,D,South Africa,4,0,0,0,0
Dostonbek Khamdamov,D. Khamdamov,M,Uzbekistan,4,0,0,0,0
Mohammed Muntari,M. Muntari,F,Qatar,4,0,0,0.2,0
Herman Johansson,H. Johansson,M,Sweden,4,0,0,0.4,0
Owen Goodman,O. Goodman,G,Canada,4,0,0,0.1,0
Denis Višinský,D. Višinský,M,Czechia,4.5,0,0,0,0
Ricardo Goss,R. Goss,G,South Africa,4,0,0,0.1,0
Homam Al-Amin,H. Al-Amin,D,Qatar,4,0,0,0,0
Hugo Sochurek,H. Sochurek,M,Czechia,4,0,0,0.1,0
David Douděra,D. Doudera,M,Czechia,4.5,0,0,0,0
Kim Tae-hyeon,T. H. Kim,D,South Korea,4.5,0,0,0,0
Jindřich Staněk,J. Staněk,G,Czechia,4,0,0,0.1,0
Alessandro Schöpf,A. Schöpf,M,Austria,4.5,0,0,0,0
Tyrese Noslin,T. Noslin,M,Curaçao,4,0,0,0,0
Jorge Gutiérrez,J. Gutiérrez,D,Panama,4,0,0,0,0
Meshaal Barsham,M. Barsham,G,Qatar,4,0,0,0.1,0
Alfie Jones,A. Jones,D,Canada,4,0,0,0.1,0
Dominic Hyam,D. Hyam,D,Scotland,4,0,0,0.1,0
Alberto Quintero,A. Quintero,M,Panama,4,0,0,0.1,0
Kelvin Pires,K. Pires,D,Cabo Verde,4,0,0,0,0
Kai Trewin,K. Trewin,D,Australia,4,0,0,0,0
Brandley Kuwas,B. Kuwas,M,Curaçao,4,0,0,0,0
Ahmed Al-Kassar,A. Al-Kassar,G,Saudi Arabia,4,0,0,0.1,0
Avazbek Ulmasaliyev,A. Ulmasaliyev,D,Uzbekistan,4,0,0,0,0
Ibrahim Sadeh,I. Sadeh,M,Jordan,4,0,0,0,0
Francis De Vries,F. De Vries,D,New Zealand,4,0,0,0,0
Kevin Felida,K. Felida,M,Curaçao,4,0,0,0,0
Rajaei Ayed,R. Ayed,M,Jordan,4,0,0,0,0
Abdallah Al-Fakhouri,A. Al-Fakhouri,G,Jordan,4,0,0,0,0
Saad Al Rousan,S. A. Rousan,D,Jordan,4,0,0,0,0
Lachlan Bayliss,L. Bayliss,M,New Zealand,4,0,0,0.1,0
Márcio Rosa,M. Rosa,G,Cabo Verde,4,0,0,0.1,0
Noureddin Bani Ateyah,N. B. Ateyah,G,Jordan,4,0,0,0,0
Ahmed Alaaeldin,A. Alaaeldin,F,Qatar,4,0,0,0.3,0
Paul Izzo,P. Izzo,G,Australia,4,0,0,0.1,0
César Samudio,C. Samudio,G,Panama,4,0,0,0.1,0
Wi-je Cho,W. Cho,D,South Korea,4,0,0,0.3,0
Alex Rufer,A. Rufer,M,New Zealand,4,0,0,0.1,0
Tyrick Bodak,T. Bodak,G,Curaçao,4,0,0,0.1,0
Trevor Iriving Doornbusch,T. Doornbusch,G,Curaçao,4,0,0,0.2,0
Nando Pijnaker,N. Pijnaker,D,New Zealand,4,0,0,0,0
Abdelaziz Hatem,A. Hatem,M,Qatar,4,0,0,0.1,0
Michael Woud,M. Woud,G,New Zealand,4,0,0,0.1,0
Salah Zakaria,S. Zakaria,G,Qatar,4,0,0,0.3,0
Ahmed Al-Ganehi,A. Al-Ganehi,M,Qatar,4,0,0,0.1,0
Tommy Smith,T. Smith,D,New Zealand,4,0,0,0.1,0
Danial Eiri,D. Eiri,D,Iran,4,0,0,0.2,0
Anas Badawi,A. Badawi,D,Jordan,4,0,0,0.2,0
James McGarry,J. McGarry,D,New Zealand,4,0,0,0.1,0
Alhashmi Mohialdin,A. Mohialdin,D,Qatar,4,0,0,0.6,0
Ferran Torres,F. Torres,F,Spain,7,-1,-0.5,4.1,-0.5
Romelu Lukaku,R. Lukaku,F,Belgium,6,-1,-0.5,4.8,-0.5
Roger Ibañez,R. Ibañez,D,Brazil,5,-1,-1,0.6,-0.5
Lyle Foster,L. Foster,F,South Africa,4.5,-1,-1,0.2,-0.5
Carlens Arcus,C. Arcus,D,Haiti,4,-1,-0.5,0.2,-0.5
Ali Abdi,A. Abdi,D,Tunisia,4.5,-1,-0.5,0.1,-0.5
Damián Bobadilla,D. Bobadilla,M,Paraguay,5.5,-1,-0.5,0.5,-0.5
Alex Arce,A. Arce,F,Paraguay,4.5,-1,-1,0.1,-0.5
Abduvokhid Nematov,A. Nematov,G,Uzbekistan,4,-1,-1,0.2,-0.5
Yan Valery,Y. Valery,D,Tunisia,4.5,-1,-0.5,0,-0.5
Findlay Curtis,F. Curtis,M,Scotland,4.5,-1,-1,0.1,-0.5
Hassan Tambakti,H. Altambakti,D,Saudi Arabia,4.5,-1,-0.5,0.1,-0.5
Nkosinathi Sibisi,N. Sibisi,D,South Africa,4,-1,-1,0,-0.5
Jackson Porozo,J. Porozo,D,Ecuador,4.5,-1,-1,0,-0.5
Sherzod Nasrullaev,S. Nasrullaev,D,Uzbekistan,4,-1,-0.5,0,-0.5
Sarpreet Singh,S. Singh,M,New Zealand,4,-1,-0.5,0,-0.5
Mustafa Saadoon,M. Saadoon,D,Iraq,4,-1,-1,0,-0.5
Kristoffer Nordfeldt,K. Nordfeldt,G,Sweden,4.5,-1,-0.5,0.1,-0.5
Štěpán Chaloupek,S. Chaloupek,D,Czechia,4.5,-1,-1,0,-0.5
Assim Madibo,A. Madibo,M,Qatar,4,-1,-0.5,0.1,-0.5
Ayoub Al Oui,A. A. Oui,D,Qatar,4,-1,-0.5,0.1,-0.5
Mohamed Naceur Almanai,M. N. Almanai,M,Qatar,4,-1,-0.5,0.1,-0.5
Sultan Al-Brake,S. Al-Brake,D,Qatar,4,-1,-1,0.1,-0.5
Isidro Pitta,I. Pitta,F,Paraguay,4.5,-2,-2,0.1,-1
Stefan Posch,S. Posch,D,Austria,4.5,-2,-1,0.1,-1
Abdelmouhib Chamakh,A. Chamakh,G,Tunisia,4,-2,-2,0.5,-1
Aymen Dahmen,A. Dahmen,G,Tunisia,4.5,-2,-2,0.1,-1
Khozhiakbar Alizhonov,K. Alizhonov,D,Uzbekistan,4,-2,-2,0,-1
Odiljon Khamrobekov,O. Khamrobekov,M,Uzbekistan,4,-2,-2,0,-1
Themba Zwane,T. Zwane,M,South Africa,4,-3,-3,0.1,-1.5
Sphephelo Sithole,S. Sithole,M,South Africa,4,-3,-3,0.4,-1.5
Miro Muheim,M. Muheim,D,Switzerland,4.5,-3,-3,0,-1.5
Saleem Obaid,S. Obaid,D,Jordan,4,-3,-1.5,0,-1.5
Riechedly Bazoer,R. Bazoer,D,Curaçao,4,-4,-4,0.4,-2
