name,short_name,position,team,price,total_score,average_score,owned_percentage,form
Eldor Shomurodov,E. Shomurodov,F,Uzbekistan,4.5,2,2,0.6,2
Piero Hincapié,P. Hincapié,D,Ecuador,6,2,2,10.4,2
Amine Gouiri,A. Gouiri,F,Algeria,5,2,2,0.6,2
Thiago Almada,T. Almada,M,Argentina,6.5,2,2,0.7,2
Scott McTominay,S. McTominay,M,Scotland,7,2,2,3.3,2
Theo Hernández,T. Hernández,D,France,6,2,2,9.2,2
Anis Hadj Moussa,A. H. Moussa,F,Algeria,5.5,2,2,1.4,2
Kalidou Koulibaly,K. Koulibaly,D,Senegal,5,2,2,2.7,2
Luiz Henrique,L. Henrique,M,Brazil,6,2,2,2.1,2
John Stones,J. Stones,D,England,5,2,2,1.9,2
Francisco Conceição,F. Conceição,M,Portugal,6,2,2,2.3,2
Luca Zidane,L. Zidane,G,Algeria,5,2,2,1.8,2
Manuel Ugarte,M. Ugarte,M,Uruguay,5.5,2,2,1,2
Mike Maignan,M. Maignan,G,France,6,2,2,13.8,2
El Hadji Malick Diouf,E. H. M. Diouf,M,Senegal,4,2,2,3.6,2
Chadi Riad,C. Riad,D,Morocco,4.5,2,2,0.4,2
Nicolas Pépé,N. Pépé,F,Côte d'Ivoire,6,2,2,1.8,2
Hicham Boudaoui,H. Boudaoui,M,Algeria,5.5,2,2,0.3,2
Abdul Fatawu Issahaku,A. F. Issahaku,F,Ghana,4.5,2,2,0.1,2
Edson Álvarez,E. Álvarez,M,Mexico,6,2,2,1.3,2
Ruben Providence,R. Providence,M,Haiti,4,2,2,0.2,2
Marcel Sabitzer,M. Sabitzer,M,Austria,6.5,2,2,1,2
Victor Lindelöf,V. Lindelöf,D,Sweden,5,2,2,0.6,2
Quinten Timber,Q. Timber,M,Netherlands,4.5,2,2,0.9,2
Ayase Ueda,A. Ueda,F,Japan,6.5,2,2,1.2,2
Ermedin Demirović,E. Demirović,F,Bosnia & Herzegovina,5.5,2,2,1,2
Axel Tuanzebe,A. Tuanzebe,D,DR Congo,5,2,2,0.2,2
Hiroki Itō,H. Itō,D,Japan,5,2,2,0.9,2
Zidane Iqbal,Z. Iqbal,M,Iraq,4,2,2,0.3,2
Mario Pašalić,M. Pašalić,M,Croatia,5.5,2,2,0.7,2
Ali Al-Hamadi,A. Al-Hamadi,F,Iraq,4,2,2,0.2,2
Samuel Moutoussamy,S. Moutoussamy,M,DR Congo,4.5,2,2,0.1,2
Johny Placide,J. Placide,G,Haiti,4.5,2,2,0.3,2
Mousa Tamari,M. Tamari,F,Jordan,4.5,2,2,0.3,2
Brian Gutiérrez,B. Gutiérrez,M,Mexico,5,2,2,0.6,2
John Yeboah,J. Yeboah,M,Ecuador,5.5,2,2,0.5,2
Jhon Lucumí,J. Lucumí,D,Colombia,5,2,2,0.3,2
Elias Saad,E. Saad,M,Tunisia,4,2,2,0.3,2
Johan Mojica,J. Mojica,D,Colombia,4.5,2,2,0.7,2
Che Adams,C. Adams,F,Scotland,5,2,2,0.4,2
Tomás Araújo,T. Araújo,D,Portugal,4.5,2,2,0.3,2
Ismael Koné,I. Koné,M,Canada,5.5,2,2,0.6,2
Adam Hložek,A. Hložek,M,Czechia,5,2,2,0.1,2
Tani Oluwaseyi,T. Oluwaseyi,F,Canada,5,2,2,0.1,2
Dailon Rocha Livramento,D. R. Livramento,F,Cabo Verde,4.5,2,2,0.1,2
Yukinari Sugawara,Y. Sugawara,D,Japan,4.5,2,2,0.1,2
Rami Rabia,R. Rabia,D,Egypt,5,2,2,0.1,2
Yazan Al-Arab,Y. Al-Arab,D,Jordan,4,2,2,0.1,2
Zeki Amdouni,Z. Amdouni,F,Switzerland,5,2,2,0.1,2
Ronwen Williams,R. Williams,G,South Africa,5,2,2,1.2,2
Nikola Vasilj,N. Vasilj,G,Bosnia & Herzegovina,5,2,2,1,2
Ahmed Fatouh,A. Aboul-Fetouh,D,Egypt,4.5,2,2,0.2,2
Steve Kapuadi,S. Kapuadi,D,DR Congo,4,2,2,0.1,2
Benjamin Nygren,B. Nygren,M,Sweden,6,2,2,0.9,2
Federico Viñas,F. Viñas,F,Uruguay,4.5,2,2,0.2,2
Armin Gigović,A. Gigović,M,Bosnia & Herzegovina,4.5,2,2,0.1,2
Tsuyoshi Watanabe,T. Watanabe,D,Japan,5,2,2,0.2,2
Akam Hashem,A. Hashem,D,Iraq,4,2,2,0.1,2
Evidence Makgopa,E. Makgopa,F,South Africa,4,2,2,0.2,2
Rustam Ashurmatov,R. Ashurmatov,D,Uzbekistan,4,2,2,0.1,2
Abdullah Al-Khaibari,A. Al-Khaibari,M,Saudi Arabia,4.5,2,2,0,2
Ryan Christie,R. Christie,M,Scotland,5,2,2,0.1,2
Alireza Beiranvand,A. Beiranvand,G,Iran,4.5,2,2,0.2,2
Hassan Altambakti,H. Altambakti,D,Saudi Arabia,4.5,2,2,0.1,2
Firas Al-Buraikan,F. Al-Buraikan,F,Saudi Arabia,4.5,2,2,0.1,2
Musab Al Juwayr,M. A. Juwayr,M,Saudi Arabia,5,2,2,0.1,2
Juan Cáceres,J. Cáceres,D,Paraguay,4.5,2,2,0.1,2
Sebastian Berhalter,S. Berhalter,M,USA,5,2,2,0.1,2
Alistair Johnston,A. Johnston,D,Canada,4.5,2,2,0.1,2
José Córdoba,J. Córdoba,D,Panama,4,2,2,0.1,2
Jayden Adams,J. Adams,M,South Africa,4,2,2,0.1,2
Cecilio Waterman,C. Waterman,F,Panama,4,2,2,0.2,2
Ime Okon,I. Okon,D,South Africa,4,2,2,0.1,2
Sontje Hansen,S. Hansen,M,Curaçao,4,2,2,0,2
Gustaf Lagerbielke,G. Lagerbielke,D,Sweden,5,2,2,0.1,2
Ryan Mendes,R. Mendes,M,Cabo Verde,4.5,2,2,0.1,2
Jalal Hassan,J. Hassan,G,Iraq,4.5,2,2,0.1,2
Leandro Bacuna,L. Bacuna,M,Curaçao,4,2,2,0.1,2
Liam Millar,L. Millar,M,Canada,4,2,2,0.2,2
Abdulla Abdullaev,A. Abdullaev,D,Uzbekistan,4,2,2,0,2
Telmo Arcanjo,T. Arcanjo,M,Cabo Verde,4,2,2,0,2
Orlando Mosquera,O. Mosquera,G,Panama,4,2,2,0.1,2
Juan Sanabria,J. Sanabria,M,Uruguay,4.5,2,2,0.1,2
Kevin Lenini,K. Lenini,M,Cabo Verde,4,2,2,0,2
Alexander Bernhardsson,A. Bernhardsson,F,Sweden,4.5,2,2,0.1,2
Carlos Harvey,C. Harvey,D,Panama,4,2,2,0,2
Tyler Bindon,T. Bindon,D,New Zealand,4,2,2,0,2
Azarias Londoño,A. Londoño,M,Panama,4,2,2,0,2
Boualem Khoukhi,B. Khoukhi,D,Qatar,4,2,2,0,2
Tete Yengi,T. Yengi,F,Australia,4,2,2,0.2,2
Ehsan Haddad,E. Haddad,M,Jordan,4.5,2,2,0,2
Jin-seob Park,J. S. Park,M,South Korea,4.5,2,2,0.1,2
Assim Madibo,A. Madibo,M,Qatar,4,2,2,0.1,2
Karim Boudiaf,K. Boudiaf,M,Qatar,4,2,2,0.1,2
Mohamed Naceur Almanai,M. N. Almanai,M,Qatar,4,2,2,0.1,2
Callan Elliot,C. Elliot,D,New Zealand,4,2,2,0.2,2
Cristiano Ronaldo,C. Ronaldo,F,Portugal,9,1,1,14.7,1
Lamine Yamal,L. Yamal,M,Spain,11.5,1,1,22.2,1
Federico Valverde,F. Valverde,M,Uruguay,8,1,1,5,1
Dani Olmo,D. Olmo,M,Spain,7,1,1,2.7,1
Antonio Rüdiger,A. Rüdiger,D,Germany,5,1,1,10.3,1
Nico Paz,N. Paz,M,Argentina,7,1,1,3.6,1
João Cancelo,J. Cancelo,D,Portugal,5.5,1,1,15.3,1
Rayan Cherki,R. Cherki,M,France,8,1,1,6.2,1
Nico Williams,N. Williams,M,Spain,8,1,1,1.7,1
Rafael Leão,R. Leão,M,Portugal,6.5,1,1,3.3,1
Riyad Mahrez,R. Mahrez,M,Algeria,8,1,1,0.4,1
Anthony Gordon,A. Gordon,M,England,7,1,1,2,1
Igor Thiago,I. Thiago,F,Brazil,6,1,1,4.4,1
Hamza Abdelkarim,H. Abdelkarim,F,Egypt,4,1,1,2.5,1
Ibrahim Maza,I. Maza,M,Algeria,7,1,1,0.9,1
Richard Ríos,R. Ríos,M,Colombia,6,1,1,2.2,1
Wilson Isidor,W. Isidor,F,Haiti,4.5,1,1,0.7,1
Mikel Merino,M. Merino,M,Spain,6,1,1,2.3,1
Ismaïla Sarr,I. Sarr,F,Senegal,5,1,1,2.1,1
Nico O'Reilly,N. O’Reilly,D,England,6,1,1,11.5,1
Marc Guéhi,M. Guéhi,D,England,6,1,1,9.8,1
Gonçalo Ramos,G. Ramos,F,Portugal,5.5,1,1,4.1,1
Alexander Sørloth,A. Sørloth,F,Norway,6.5,1,1,3,1
Jonathan David,J. David,F,Canada,6.5,1,1,1.4,1
Soufiane Rahimi,S. Rahimi,F,Morocco,5,1,1,0.5,1
Lamine Camara,L. Camara,M,Senegal,6,1,1,1.1,1
Oscar Bobb,O. Bobb,M,Norway,5.5,1,1,1.1,1
Frantzdy Pierrot,F. Pierrot,F,Haiti,4,1,1,0.3,1
Nicolás Otamendi,N. Otamendi,D,Argentina,5,1,1,2.8,1
Farès Chaïbi,F. Chaïbi,M,Algeria,6,1,1,1,1
Danilo,Danilo,D,Brazil,4.5,1,1,1.8,1
Mikel Oyarzabal,M. Oyarzabal,F,Spain,8,1,1,5.8,1
Gilberto Mora,G. Mora,M,Mexico,6,1,1,2,1
Luka Vušković,L. Vušković,D,Croatia,5.5,1,1,4.4,1
Tim Payne,T. Payne,D,New Zealand,4,1,1,2,1
Nahuel Molina,N. Molina,D,Argentina,4,1,1,6.8,1
Houssem Aouar,H. Aouar,M,Algeria,6,1,1,1,1
Chemsdine Talbi,C. Talbi,M,Morocco,4.5,1,1,0.4,1
Micky van de Ven,M. van de Ven,D,Netherlands,5.5,1,1,7.6,1
Leon Goretzka,L. Goretzka,M,Germany,6,1,1,2.2,1
Patrik Schick,P. Schick,F,Czechia,7,1,1,0.8,1
Anthony Elanga,A. Elanga,M,Sweden,6,1,1,1.7,1
Josué Casimir,J. Casimir,M,Haiti,4,1,1,0.3,1
Seko Fofana,S. Fofana,M,Côte d'Ivoire,5.5,1,1,0.7,1
Fabinho,Fabinho,M,Brazil,5.5,1,1,1,1
Charles Pickel,C. Pickel,M,DR Congo,4.5,1,1,0,1
Esmir Bajraktarević,E. Bajraktarević,M,Bosnia & Herzegovina,5.5,1,1,1.1,1
Ange-Yoan Bonny,A. Bonny,F,Côte d'Ivoire,5,1,1,0.5,1
Tim Weah,T. Weah,M,USA,5.5,1,1,0.8,1
Josip Stanišić,J. Stanišić,D,Croatia,5.5,1,1,2.5,1
Salem Al-Dawsari,S. Al-Dawsari,M,Saudi Arabia,5.5,1,1,0.9,1
Takehiro Tomiyasu,T. Tomiyasu,D,Japan,4.5,1,1,0.8,1
Simon Banza,S. Banza,F,DR Congo,4.5,1,1,0.1,1
Andreas Schjelderup,A. Schjelderup,F,Norway,5,1,1,0.7,1
Mbekezeli Mbokazi,M. Mbokazi,D,South Africa,4,1,1,0.9,1
Gonzalo Montiel,G. Montiel,D,Argentina,5,1,1,0.3,1
Ibrahim Sangaré,I. Sangaré,M,Côte d'Ivoire,6,1,1,1.1,1
Odilon Kossounou,O. Kossounou,D,Côte d'Ivoire,5,1,1,0.2,1
Konrad Laimer,K. Laimer,D,Austria,5.5,1,1,3.1,1
Ramón Sosa,R. Sosa,F,Paraguay,5,1,1,0.2,1
Yunus Akgün,Y. Akgün,M,Türkiye,5,1,1,0.2,1
Kerim Alajbegović,K. Alajbegović,M,Bosnia & Herzegovina,6,1,1,1.6,1
Kamaldeen Sulemana,K. Sulemana,F,Ghana,5,1,1,0.2,1
Ramiz Zerrouki,R. Zerrouki,M,Algeria,6,1,1,0.9,1
Ngal'ayel Mukau,N. Mukau,M,DR Congo,4.5,1,1,0.1,1
Ibrahim Adel,I. Adel,M,Egypt,4.5,1,1,0.1,1
Andrej Kramarić,A. Kramarić,M,Croatia,6.5,1,1,0.3,1
Anass Salah-Eddine,A. Salah-Eddine,D,Morocco,5,1,1,0.1,1
Brian Brobbey,B. Brobbey,F,Netherlands,4.5,1,1,0.6,1
Samir El Mourabet,S. E. Mourabet,M,Morocco,6,1,1,1,1
Tajon Buchanan,T. Buchanan,M,Canada,5,1,1,0.4,1
Carlens Arcus,C. Arcus,D,Haiti,4,1,1,0.2,1
Rafik Belghali,R. Belghali,D,Algeria,5,1,1,0.2,1
Hwang Hee-chan,H. Hee-chan,F,South Korea,5.5,1,1,0.8,1
Oston Urunov,O. Urunov,M,Uzbekistan,4,1,1,0.2,1
Ritsu Doan,R. Doan,M,Japan,6,1,1,1.2,1
Andrés Gómez,A. Gómez,M,Colombia,4.5,1,1,0.2,1
Omar Alderete,O. Alderete,D,Paraguay,5,1,1,0.4,1
Pathé Ismaël Ciss,P. I. Ciss,M,Senegal,5.5,1,1,0.5,1
Ayoube Amaimouni Echghouyab,A. Amaimouni Echghouyab,F,Morocco,5,1,1,0.1,1
Mohamed Hany,M. Hany,D,Egypt,5,1,1,0.3,1
Djed Spence,D. Spence,D,England,4.5,1,1,0.4,1
Bart Verbruggen,B. Verbruggen,G,Netherlands,5.5,1,1,2.5,1
Kwasi Sibo,K. Sibo,M,Ghana,5,1,1,0.1,1
Yassin Fortune,Y. Fortune,F,Haiti,4,1,1,0.1,1
Ellyes Skhiri,E. Skhiri,M,Tunisia,5,1,1,0.1,1
Daizen Maeda,D. Maeda,F,Japan,6,1,1,1.5,1
Gedeon Kalulu,G. Kalulu,D,DR Congo,4,1,1,0.3,1
Marco Pašalić,M. Pašalić,M,Croatia,5,1,1,0.4,1
Igor Matanović,I. Matanović,F,Croatia,5.5,1,1,0.7,1
Paul Wanner,P. Wanner,M,Austria,5,1,1,0.1,1
Mohanad Ali,M. Ali,F,Iraq,4,1,1,0.1,1
Oswin Appollis,O. Appollis,M,South Africa,4.5,1,1,0.2,1
Ezri Konsa,E. Konsa,D,England,5.5,1,1,2,1
Agustín Canobbio,A. Canobbio,M,Uruguay,5,1,1,0.2,1
Daniel Svensson,D. Svensson,D,Sweden,5,1,1,0.2,1
Zeki Çelik,Z. Çelik,D,Türkiye,5,1,1,0.2,1
Kevin Castaño,K. Castaño,M,Colombia,4.5,1,1,0.1,1
Anis Ben Slimane,A. B. Slimane,M,Tunisia,4.5,1,1,0,1
Kaishu Sano,K. Sano,M,Japan,6,1,1,1,1
Brian Rodríguez,B. Rodríguez,M,Uruguay,5,1,1,0.2,1
Mert Müldür,M. Müldür,D,Türkiye,4.5,1,1,0.1,1
Hans Vanaken,H. Vanaken,M,Belgium,5.5,1,1,0.5,1
David Raum,D. Raum,D,Germany,6,1,1,6.3,1
Mohamed Touré,M. Touré,F,Australia,5,1,1,0.1,1
Salih Özcan,S. Özcan,M,Türkiye,4.5,1,1,0.1,1
Waldemar Anton,W. Anton,D,Germany,4.5,1,1,0.2,1
Patrick Berg,P. Berg,M,Norway,6,1,1,1,1
Mehdi Ghayedi,M. Ghayedi,M,Iran,4.5,1,1,0.1,1
Camilo Vargas,C. Vargas,G,Colombia,4,1,1,0.9,1
Ahmed Qasem,A. Qasem,M,Iraq,4,1,1,0.1,1
Luis Chávez,L. Chávez,M,Mexico,5,1,1,0.2,1
Abdullah Al-Hamdan,A. Al-Hamdan,M,Saudi Arabia,4.5,1,1,0,1
Mohamed Belhadj Mahmoud,M. H. Mahmoud,M,Tunisia,4.5,1,1,0,1
Amar Memić,A. Memić,M,Bosnia & Herzegovina,5,1,1,0.1,1
Ismael Díaz,I. Díaz,M,Panama,4.5,1,1,0.1,1
Iqraam Rayners,I. Rayners,F,South Africa,4,1,1,0.2,1
Nawaf Boushal,N. Boushal,D,Saudi Arabia,4,1,1,0.1,1
Ali Alipour,A. Alipourghara,F,Iran,4.5,1,1,0,1
Kento Shiogai,K. Shiogai,F,Japan,4.5,1,1,0.1,1
Kristian Thorstvedt,K. Thorstvedt,M,Norway,5,1,1,0.1,1
Stefan Posch,S. Posch,D,Austria,4.5,1,1,0.1,1
Thalente Mbatha,T. Mbatha,M,South Africa,4,1,1,0.1,1
Ali Lajami,A. Lajami,D,Saudi Arabia,4,1,1,0.1,1
Ali Ahmed,A. Ahmed,M,Canada,4.5,1,1,0,1
Tomáš Chorý,T. Chorý,F,Czechia,4.5,1,1,0.1,1
Dženis Burnić,D. Burnić,M,Bosnia & Herzegovina,4.5,1,1,0,1
Orlando Gill,O. Gill,G,Paraguay,4.5,1,1,0.1,1
Nuno Da Costa,N. Da Costa,F,Cabo Verde,4,1,1,0.1,1
Jackson Irvine,J. Irvine,M,Australia,5,1,1,0.1,1
Willy Semedo,W. Semedo,M,Cabo Verde,4,1,1,0.1,1
João Paulo,J. Paulo,M,Cabo Verde,4,1,1,0.1,1
José Luis Rodríguez,J. L. Rodríguez,M,Panama,4.5,1,1,0,1
Amirhossein Hosseinzadeh,A. Hosseinzadeh,F,Iran,4.5,1,1,0,1
Jesper Karlström,J. Karlström,M,Sweden,5,1,1,0.1,1
Nathan Patterson,N. Patterson,D,Scotland,4,1,1,0.1,1
Karim Hafez,K. Hafez,D,Egypt,4,1,1,0.1,1
Lyndon Dykes,L. Dykes,F,Scotland,4.5,1,1,0.1,1
Ali Al Azaizah,A. Al-Azaizah,F,Jordan,4,1,1,0,1
Armando Obispo,A. Obispo,D,Curaçao,4,1,1,0.1,1
Liberato Cacace,L. Cacace,D,New Zealand,4,1,1,0.1,1
Edmilson Junior,E. Junior,M,Qatar,4,1,1,0.1,1
Matthew Freese,M. Freese,G,USA,4.5,1,1,0.2,1
Elliot Stroud,E. Stroud,M,Sweden,4.5,1,1,0,1
Aziz Behich,A. Behich,D,Australia,4.5,1,1,0,1
Jacob Shaffelburg,J. Shaffelburg,M,Canada,4.5,1,1,0,1
Bekhruz Karimov,B. Karimov,D,Uzbekistan,4,1,1,0,1
Shoja Khalilzadeh,S. Khalilzadeh,D,Iran,4.5,1,1,0,1
Michal Sadílek,M. Sadílek,M,Czechia,5,1,1,0.1,1
Jonathan Osorio,J. Osorio,M,Canada,4,1,1,0.2,1
Robin Hranáč,R. Hranáč,D,Czechia,5,1,1,0.1,1
Laros Duarte,L. Duarte,M,Cabo Verde,4.5,1,1,0,1
Mahmoud Al-Mardi,M. Al-Mardi,M,Jordan,4,1,1,0,1
Jesse Randall,J. Randall,F,New Zealand,4,1,1,0.1,1
Aníbal Godoy,A. Godoy,M,Panama,4.5,1,1,0,1
Mohammed Abu Al-Shamat,M. A. Al-Shamat,M,Saudi Arabia,4.5,1,1,0,1
Kristoffer Nordfeldt,K. Nordfeldt,G,Sweden,4.5,1,1,0.1,1
Aria Yousefi,A. Yousefi,M,Iran,4.5,1,1,0,1
Deroy Duarte,D. Duarte,M,Cabo Verde,4.5,1,1,0,1
Mo Abualnadi,M. Abualnadi,D,Jordan,4,1,1,0,1
Hassan Al Haydos,H. A. Haydos,F,Qatar,4.5,1,1,0.1,1
Jin-gyu Kim,J. Kim,M,South Korea,5,1,1,0.2,1
Jeremy Antonisse,J. Antonisse,M,Curaçao,4,1,1,0,1
Max Crocombe,M. Crocombe,G,New Zealand,4,1,1,0.1,1
Jassem Gaber Abdulsallam,J. G. Abdulsallam,M,Qatar,4,1,1,0.2,1
Ahmed Fathi,A. Fathi,M,Qatar,4,1,1,0.2,1
Jason Geria,J. Geria,D,Australia,4,1,1,0,1
Ayoub Al Oui,A. A. Oui,D,Qatar,4,1,1,0.1,1
Mohammad Al Daoud,M. A. Daoud,M,Jordan,4,1,1,0.1,1
Ala'a Al-Hejji,A. Al-Hejji,M,Saudi Arabia,4,1,1,0.8,1
Neymar,Neymar,M,Brazil,6.5,0,0,3.6,0
Endrick,Endrick,F,Brazil,6,0,0,15.9,0
Julián Alvarez,J. Álvarez,F,Argentina,9,0,0,10.8,0
Ronald Araújo,R. Araújo,D,Uruguay,5,0,0,1.3,0
João Félix,J. Félix,M,Portugal,7,0,0,1.7,0
Joan García,J. García,G,Spain,4,0,0,8.9,0
Lautaro Martínez,L. Martínez,F,Argentina,7.5,0,0,3.9,0
Casemiro,Casemiro,M,Brazil,6.5,0,0,4,0
Giorgian de Arrascaeta,G. de Arrascaeta,M,Uruguay,6.5,0,0,0.1,0
Memphis Depay,M. Depay,F,Netherlands,7.5,0,0,1.8,0
Gabriel Martinelli,G. Martinelli,F,Brazil,7.5,0,0,0.7,0
Darwin Núñez,D. Núñez,F,Uruguay,6,0,0,3.2,0
Eric García,E. García,D,Spain,5.5,0,0,3.9,0
Simon Adingra,S. Adingra,M,Côte d'Ivoire,5.5,0,0,0.8,0
Eberechi Eze,E. Eze,M,England,6,0,0,4.8,0
Kobbie Mainoo,K. Mainoo,M,England,5.5,0,0,3.3,0
Romelu Lukaku,R. Lukaku,F,Belgium,6,0,0,5.1,0
Nick Woltemade,N. Woltemade,F,Germany,6,0,0,3.4,0
Zizo,Zizo,M,Egypt,5.5,0,0,0.6,0
Ederson,Ederson,G,Brazil,5,0,0,1.8,0
Rayan,Rayan,F,Brazil,5.5,0,0,2.3,0
N'Golo Kanté,N. Kanté,M,France,5,0,0,5.6,0
Rúben Dias,R. Dias,D,Portugal,6.5,0,0,5.3,0
Fiston Mayele,F. Mayele,F,DR Congo,4.5,0,0,0.1,0
Thomas Partey,T. Partey,M,Ghana,5.5,0,0,0.9,0
Mahmoud Trézéguet,M. Trézéguet,M,Egypt,5.5,0,0,0.7,0
Ibrahima Konaté,I. Konaté,D,France,5,0,0,6,0
Santiago Giménez,S. Giménez,F,Mexico,5,0,0,1.5,0
Mohamed Amoura,M. E. A. Amoura,F,Algeria,6.5,0,0,0.4,0
Théo Bongonda,T. Bongonda,M,DR Congo,4.5,0,0,0.2,0
Meschak Elia,M. Elia,F,DR Congo,4.5,0,0,0.1,0
David Raya,D. Raya,G,Spain,4.5,0,0,10.9,0
Pape Matar Sarr,P. Sarr,M,Senegal,5.5,0,0,1,0
Alphonso Davies,A. Davies,D,Canada,6,0,0,4.2,0
Mohamed Abdelmonem,M. Abdelmonem,D,Egypt,4.5,0,0,0.3,0
Senne Lammens,S. Lammens,G,Belgium,4.5,0,0,1.7,0
Edin Džeko,E. Džeko,F,Bosnia & Herzegovina,6,0,0,2.8,0
Leandro Paredes,L. Paredes,M,Argentina,5,0,0,1.7,0
Martín Zubimendi,M. Zubimendi,M,Spain,6,0,0,2.2,0
Ayoub El Kaabi,A. E. Kaabi,F,Morocco,6,0,0,1.7,0
Marcus Thuram,M. Thuram,F,France,6,0,0,3,0
Sofyan Amrabat,S. Amrabat,M,Morocco,5.5,0,0,1.3,0
Mamadou Sarr,M. Sarr,D,Senegal,5,0,0,0.7,0
Diogo Dalot,D. Dalot,D,Portugal,5,0,0,1.6,0
Kendry Páez,K. Páez,M,Ecuador,5.5,0,0,0.7,0
Kerem Aktürkoğlu,K. Aktürkoğlu,F,Türkiye,6,0,0,1.7,0
Giuliano Simeone,G. Simeone,M,Argentina,6.5,0,0,1.3,0
José Manuel López,J. López,F,Argentina,5,0,0,0.9,0
Mohamed El-Shenawy,M. El-Shenawy,G,Egypt,4.5,0,0,0.4,0
James Trafford,J. Trafford,G,England,4,0,0,1.6,0
Valentín Barco,V. Barco,M,Argentina,6,0,0,1.5,0
Duckens Nazon,D. Nazon,F,Haiti,4,0,0,0.4,0
Nathan Aké,N. Aké,D,Netherlands,5,0,0,2.8,0
Matheus Nunes,M. Nunes,D,Portugal,5.5,0,0,3.1,0
Ollie Watkins,O. Watkins,F,England,6,0,0,3,0
Assane Diao,A. Diao,F,Senegal,5,0,0,0.3,0
Malo Gusto,M. Gusto,D,France,5,0,0,0.9,0
Iñaki Williams,I. Williams,M,Ghana,6,0,0,1.3,0
Warren Zaïre-Emery,W. Zaïre-Emery,M,France,6,0,0,2,0
Noa Lang,N. Lang,F,Netherlands,5.5,0,0,1.2,0
Juan Musso,J. Musso,G,Argentina,4,0,0,1,0
Víctor Muñoz,V. Muñoz,F,Spain,4.5,0,0,0.7,0
Danilo Santos,D. Santos,M,Brazil,5.5,0,0,1.6,0
Rúben Neves,R. Neves,M,Portugal,6.5,0,0,0.6,0
Jorrel Hato,J. Hato,D,Netherlands,4.5,0,0,0.8,0
Giovani Lo Celso,G. Lo Celso,M,Argentina,5.5,0,0,0.7,0
Jorge Carrascal,J. Carrascal,M,Colombia,4.5,0,0,0.7,0
Pervis Estupiñán,P. Estupiñán,D,Ecuador,5,0,0,1.3,0
Relebohile Mofokeng,R. Mofokeng,M,South Africa,4,0,0,1.2,0
Altay Bayındır,A. Bayındır,G,Türkiye,4.5,0,0,0.5,0
Alex Sandro,A. Sandro,D,Brazil,4.5,0,0,0.8,0
Ivan Toney,I. Toney,F,England,5.5,0,0,1.3,0
Barış Alper Yılmaz,B. A. Yılmaz,M,Türkiye,5.5,0,0,1.5,0
Léo Pereira,L. Pereira,D,Brazil,5,0,0,0.4,0
Alejandro Grimaldo,A. Grimaldo,M,Spain,6,0,0,1.6,0
Exequiel Palacios,E. Palacios,M,Argentina,5.5,0,0,0.6,0
Gerónimo Rulli,G. Rulli,G,Argentina,4.5,0,0,0.4,0
Francisco Trincão,F. Trincão,M,Portugal,7,0,0,0.2,0
Bremer,Bremer,D,Brazil,5,0,0,1.3,0
Habib Diarra,H. Diarra,M,Senegal,5.5,0,0,0.5,0
Gessime Yassine,G. Yassine,M,Morocco,5,0,0,0.1,0
Haissem Hassan,H. Hassan,M,Egypt,4,0,0,0.8,0
Juan Fernando Quintero,J. Quintero,M,Colombia,4.5,0,0,0.7,0
Lucas Hernández,L. Hernández,D,France,4.5,0,0,1.3,0
Jean-Philippe Mateta,J. Mateta,F,France,5.5,0,0,1.3,0
Pedro Porro,P. Porro,D,Spain,5.5,0,0,3.2,0
Nicolás Tagliafico,N. Tagliafico,D,Argentina,5,0,0,0.6,0
Diego Gómez,D. Gómez,M,Paraguay,6,0,0,1,0
Can Uzun,C. Uzun,M,Türkiye,6,0,0,1.2,0
Jens Petter Hauge,J. Hauge,M,Norway,6,0,0,1.1,0
Ahmadou Bamba Dieng,A. B. Dieng,F,Senegal,4.5,0,0,0.1,0
Noah Okafor,N. Okafor,F,Switzerland,5.5,0,0,1.2,0
Carney Chukwuemeka,C. Chukwuemeka,M,Austria,5,0,0,0.3,0
Alex Baena,A. Baena,M,Spain,6.5,0,0,0.2,0
Jarell Quansah,J. Quansah,D,England,4.5,0,0,0.3,0
Adil Boulbina,A. Boulbina,M,Algeria,4.5,0,0,0.2,0
Guillermo Ochoa,G. Ochoa,G,Mexico,4.5,0,0,4.1,0
Maxence Lacroix,M. Lacroix,D,France,4.5,0,0,0.5,0
Ante Budimir,A. Budimir,F,Croatia,6,0,0,1.8,0
Axel Witsel,A. Witsel,D,Belgium,4.5,0,0,0.7,0
Evan Ndicka,E. Ndicka,D,Côte d'Ivoire,5.5,0,0,1.3,0
Gustavo Gómez,G. Gómez,D,Paraguay,5.5,0,0,2.3,0
Jaouen Hadjam,J. Hadjam,D,Algeria,4.5,0,0,0.1,0
Bara Sapoko Ndiaye,B. S. Ndiaye,M,Senegal,4.5,0,0,0.3,0
Weverton,Weverton,G,Brazil,4,0,0,0.5,0
Maghnes Akliouche,M. Akliouche,M,France,5,0,0,0.3,0
Angelo Stiller,A. Stiller,M,Germany,5.5,0,0,1,0
Nélson Semedo,N. Semedo,D,Portugal,5,0,0,0.5,0
Gonçalo Inácio,G. Inácio,D,Portugal,5.5,0,0,2.5,0
Armando González,A. González,F,Mexico,4.5,0,0,0.4,0
Ismail Jakobs,I. Jakobs,D,Senegal,4.5,0,0,0.2,0
